RDC_4_H31	RDC_2_H8	RDC_6_H68	RDC_2_H6	RDC_2_H11	RDC_5_H57	RDC_2_H3	RDC_5_H48	RDC_6_H71	RDC_5_H43	RDC_3_H15	RDC_5_H46	RDC_4_H30	RDC_4_H40	RDC_3_H23	RDC_3_H22	RDC_3_H14	RDC_5_H55	RDC_6_H62	RDC_5_H52	RDC_4_H29	RDC_4_H33	RDC_4_H32	RDC_6_H65	RDC_2_H5	RDC_4_H41	RDC_5_H58	RDC_4_H38	RDC_4_H28	RDC_5_H44	RDC_4_H26	RDC_5_H54	RDC_6_H66	RDC_3_H13	RDC_4_H37	RDC_1_H1	RDC_2_H4	RDC_5_H49	RDC_2_H7	RDC_3_H16	RDC_6_H69	RDC_6_H63	RDC_5_H56	RDC_6_H64	RDC_1_H2	RDC_5_H53	RDC_5_H50	RDC_3_H18	RDC_6_H70	RDC_5_H61	RDC_3_H12	RDC_5_H51	RDC_4_H35	RDC_6_H72	RDC_4_H25	RDC_3_H17	RDC_5_H59	RDC_3_H20	RDC_5_H47	RDC_5_H45	RDC_4_H27	RDC_2_H9	RDC_3_H19	RDC_5_H60	RDC_4_H34	RDC_4_H36	SRX3830154	SRX4318863	SRX024173	SRX024148	ERR584333	SRX024023	SRX3830174	SRX024200	SRX023994	ERR584348	SRX4318860	ERR584320	SRS727524	SRS728264	SRX740589	SRX3830184	SRX740562	SRX025192	SRX3830126	SRX740632	SRX025193	SRX101411	SRX3830225	SRX4318858	ERR584341	SRR5823608	SRR5823606	SRR5823609	SRR5823611
404583	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0	0	0	3	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	2	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	42	0	48	0	0	0	0	0	5	1	0	0	0	0	6	5	0	0	0	0	210	390	502	7	1391	7	2	852	7	5	7	0	0	5	1	9	8
1270	0	0	0	17	106	0	0	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	12	0	6	8	0	1	0	0	0	0	15	0	0	18	0	135	189	197	0	424	70	0	593	10	33	0	3	0	37	3	46	11
2567881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	2	3	21	0	0	2	0	11	14	30	0	190	17	3	45	8	74	2	0	0	47	14	55	28
2763257	0	0	31	0	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	10	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	9	0	19	0	0	9	0	4	0	0	0	0	0	0	8	0	0	6	0	57	23	22	0	71	7	0	40	5	15	8	0	0	6	4	12	7
670052	0	0	0	0	37	0	13	0	0	0	0	0	0	0	0	0	2	9	5	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	2	10	0	0	0	0	2	0	3	0	12	0	0	1	2	13	5	0	0	16	9	24	14
2509459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	2	0	0	1	0	0	0	1	3	1
1274	0	0	0	0	0	4	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	4	2	0	0	0	0	2	4	3	0	16	0	0	3	4	10	4	0	0	1	0	5	1
399497	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	9	3	18	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	1	2	1	0	6	1	6	3	2	2	1	0	0	6	0	3	5
1690815	0	0	0	0	0	0	0	0	0	13	19	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	38	0	0	0	9	0	0	0	0	0	9	0	0	0	0	0	81	0	8	0	0	0	0	0	0	10	7	0	0	0	0	0	0	0	6	0	430	0	0	0	5	4	27	0	0	0	1	7	7	3	29	10	1	3	5	48	6	0	0	49	23	104	27
1641402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	2	11	16	0	1	0	0	1	0	1	0	0	0	29	15	21	16
333966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	23	0	0	1	0	0	2	3	0	0	27	0	3	6	61	1	1	0	3	0	3	7
530584	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	27	0	0	2	0	0	1	4	1	2	69	4	3	86	35	0	0	0	9	0	6	1
131568	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	3	0	1	1	4	0	0	0	0	4	1	2	0	3	40	1	1	61	45	5	0	0	16	3	14	8
42256	0	0	0	0	0	5	35	0	0	8	9	0	0	0	0	0	2	0	0	0	4	1	0	22	0	1	17	0	0	17	0	3	56	0	0	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	8	0	13	1	0	1	7	81	1	0	0	0	0	4	2	4	0	13	3	1	1	62	9	1	0	107	22	172	65
2653852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	3	0	0	0	0	0	0	2	2	1	0	2	0	0	2	0	0	0	27	11	47	15
257758	0	0	0	0	0	0	0	0	0	0	0	0	0	4	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	7	0	1	0	2	0	2	0	0	15	0	2	2	28	213	2	110	0	13	24	34	0	2	0	0	0	0	0
2751	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	99	24	15	0	22	0	25	34	0	11	0	0	0	30	11	64	46	0	24	10	3	6	4	0	1	0	0	0
147802	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	1	0	1	0	0	1	4	0	0	6	0	0	3	0	0	0	0	0	0
1597	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	5	0	8	0	35	5	0	25	0	4	14	47	1	30	119	0	19	90	55	5	17	0	4	1	4	6
373687	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	0	23	1	0	144	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	5	5
59893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	16	4
155322	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	0	0	0	0	15	1	0	0	0	0	1	4	23	3	3	0	2	0	13	2	1	0	5	2	16	6
1890302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	4	31	0	3	0	0	0	1	0	0	1	5	0	2	2	1	0	0	1	1	1	2
33940	0	0	59	0	32	0	56	16	0	0	15	0	0	0	30	0	0	28	0	0	0	0	0	0	29	0	23	0	0	28	0	0	0	0	0	79	15	17	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	15	0	18	30	0	31	0	0	0	0	0	0	116	12	0	38	23	131	971	0	0	0	0	78	0	19	0	30	0	36	0	37	48	0	0	211	20	364	80
1492	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	6	98	24	0	89	0	111	183	0	8	0	1	3	8	10	1	7	0	8	12	17	15	7	0	25	6	34	22
55148	0	0	76	52	32	0	21	0	0	27	7	0	0	0	0	0	2	12	0	16	6	1	1	92	0	0	11	0	19	20	34	9	28	26	1	0	8	21	24	2	0	23	0	0	1	0	34	0	0	9	3	31	0	1	6	0	17	0	0	19	0	72	0	6	1	2	2	1	59	4	0	19	18	131	27	0	2	0	9	9	7	22	6	97	3	3	25	109	26	0	0	71	17	135	46
82654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	7	0
155978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	16	4	1	0	0	0	7	5	0	0	0	0	3	0	2	1	4	0	4	2	17	5	8	0	31	7	37	20
28129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	2	3	10	0	5	8	0	31	0	1	0	3	0	0	0	0	0
28132	0	0	0	36	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	19	0	0	15	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	307	732	0	0	17	0	8	0	0	98	0	0	11	28	0	46	20	0	254	40	28	0	87	0	0	0	0	0
371601	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	27234	7226	0	8475	0	47	91145	0	275	0	0	0	23	0	29	27	0	17	0	0	0	128	0	0	0	0	0
820	0	0	18	0	0	10	65	0	0	17	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	15	0	54	0	98	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	15	0	0	0	29	0	42	0	119	0	0	0	2	11816	25143	0	109607	0	14	19364	0	3	0	4	0	0	52	2	18	0	0	9	6	0	1	0	28	0	0	13
357276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	5	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	8	824	6208	0	13997	65	1	7453	0	23	0	0	1	1	59	2	0	15	10	0	0	10	1	0	0	0	0	0
408956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	7	0	0	3	0	0	0	0	0	6	2	10	6
247	0	0	58	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	68	0	0	0	0	51	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	29	0	0	0	0	17	0	0	0	0	2	0	5	2	0	0	0	0	0	0	0	13	0	0	0	4	0	27	2	0	0	0	0	0
2596915	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	114	0	30	390	0	1	0	9	0	10	0	1	0	2	2	0	0	3	0	0	28	5	63	12
2086471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	4	0	4	3
1583098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	23	0	0	0	0	2	1760	0	0	5	0	0	6	31	12	1	39	0	40	95	928	21	19	0	0	0	0	1
83561	0	0	0	0	0	0	12	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	3	0	0	0	0	0	0
2247	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	33	0	0	0	0	0	2	2	0	2	5	0	0	0	5	3	0	0	24	11	64	17
2238	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	6	0	0	51	16	72	14
348826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	28	7	45	6
2008440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	12	0	0	23	0	1	33	0	0	0	0	62	40	6	0	0	0	0	0	5	0	1	0	60	16	127	51
1674923	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	8	1	0	1	0	1	5	0	0	0	0	12	1	8	0	1	8	0	0	0	0	0	0	10	3	32	5
53952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	15	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	10	0	0	1	0	1	0
163003	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5	0	11	3	1	0	0	0	0	10	0	0	12	0	0	22	0	0	0	0	0	0	0	0	0	11	0	0	6	0	0	42	0	0	14	0	0	0	10	0	5	0	0	0	0	0	0	0	0	5	0	35	2	0	34	4	7	55	0	2	0	0	0	6	3	5	0	5	1	0	9	6	1	0	56	8	89	39
58290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	6	230	5	0	6	1	6	24	0	2	0	0	0	0	3	0	11	1	0	1	0	2	2	0	25	3	47	14
84156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	8	1	4	5	0	0	0	0	7	0	1	0	0	10	1	6	0	0	2	0	4	1	10	6
1670455	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	3	3	0	0	0	0	2	3	2	0	2	3	0	4	10	2	1	0	25	8	37	12
282676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	3	0	21	9	0	4	0	0	0	6	0	0	6	0	2	3	2	1	0	0	11	3	16	2
985052	0	0	0	0	0	0	15	4	0	12	23	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0	10	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	6	0	0	0	0	0	14	0	0	0	7	9	0	0	0	0	0	0	0	0	0	3	0	16	0	0	0	10	0	0	0	0	0	0	0	0	8	1	0	9	0	0	0	0	0	0	20	2	29	11
2282148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	8	2	14	4
2734240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	1	0	0	0	0	3	0	0	3	0	0	0	7	1	0	5	0	0	1
2560460	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	6	5	0	5	1	21	15	0	0	0	0	0	0	2	0	22	2	0	9	34	3	0	0	0	0	1	0
292	0	0	0	32	0	0	37	0	0	0	8	0	0	0	0	0	7	0	0	0	0	0	0	309	0	0	15	0	0	0	0	53	0	22	0	0	8	45	0	0	0	134	23	0	0	0	132	5	0	14	0	21	0	0	9	0	10	9	0	50	11	34	0	0	0	0	14	2	18	0	0	28	0	9	0	0	0	0	8	3	7	0	0	19	0	15	0	0	0	0	0	114	41	268	77
2851540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	1	0	0	2	0	3	0	0	0	0	0	5	1
2742662	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
1878942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	1	0	3	0	1	0	0	3	15	2	0	0	4	0	5	5
470933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	3	3	0	5	0	0	17	0	0	0	0	0	4	0	6	2
1329969	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	2	0	0	0	0	0	0
2069256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	28	44	1	48	0	0	70	0	0	1	0	0	9	7	30	7
56454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	23	170	0	1	0	0	12	0	16	8	0	0	0	0	0	0
343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	5	0
28173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	8	0	0	0	9	8	0	0	0	0	0	0	0	0	6	1	3	0	5	0	0	0	3	0	2	2
51367	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	12	3	0	0	0	0	0	0
729	0	0	0	11	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	2	0	5	0	0	0	55	7	0	25	0	5	4	306	10	1	317	0	335	6	9	4	0	0	0	0	0	0
28082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	11	1
