RDC_4_H31	RDC_2_H8	RDC_6_H68	RDC_2_H6	RDC_2_H11	RDC_5_H57	RDC_2_H3	RDC_5_H48	RDC_6_H71	RDC_5_H43	RDC_3_H15	RDC_5_H46	RDC_4_H30	RDC_4_H40	RDC_3_H23	RDC_3_H22	RDC_3_H14	RDC_5_H55	RDC_6_H62	RDC_5_H52	RDC_4_H29	RDC_4_H33	RDC_4_H32	RDC_6_H65	RDC_2_H5	RDC_4_H41	RDC_5_H58	RDC_4_H38	RDC_4_H28	RDC_5_H44	RDC_4_H26	RDC_5_H54	RDC_6_H66	RDC_3_H13	RDC_4_H37	RDC_1_H1	RDC_2_H4	RDC_5_H49	RDC_2_H7	RDC_3_H16	RDC_6_H69	RDC_6_H63	RDC_5_H56	RDC_6_H64	RDC_1_H2	RDC_5_H53	RDC_5_H50	RDC_3_H18	RDC_6_H70	RDC_5_H61	RDC_3_H12	RDC_5_H51	RDC_4_H35	RDC_6_H72	RDC_4_H25	RDC_3_H17	RDC_5_H59	RDC_3_H20	RDC_5_H47	RDC_5_H45	RDC_4_H27	RDC_2_H9	RDC_3_H19	RDC_5_H60	RDC_4_H34	RDC_4_H36	SRX3830154	SRX4318863	SRX024173	SRX024148	ERR584333	SRX024023	SRX3830174	SRX024200	SRX023994	ERR584348	SRX4318860	ERR584320	SRS727524	SRS728264	SRX740589	SRX3830184	SRX740562	SRX025192	SRX3830126	SRX740632	SRX025193	SRX101411	SRX3830225	SRX4318858	ERR584341	SRR5823608	SRR5823606	SRR5823609	SRR5823611
35814	36	115	1642	1005	1013	92	520	244	16	478	126	3	41	25	595	1	28	164	93	473	47	36	27	1860	1036	10	288	4	596	498	1285	174	301	1187	101	613	169	367	1116	22	2877	560	102	120	18	101	760	213	218	197	316	856	1	24	124	79	349	73	286	468	213	1983	37	107	22	137	257	20	982	245	0	362	183	1360	275	0	98	0	70	587	114	813	93	409	116	377	1272	2425	813	18	0	1397	277	2253	834
85698	13	0	394	78	114	25	0	9	0	0	0	0	22	0	0	0	0	0	27	70	0	3	0	206	102	0	0	0	147	91	189	20	31	70	0	138	0	17	52	0	76	73	0	15	0	5	131	0	0	32	36	46	0	6	0	0	56	0	84	28	0	458	0	0	6	4	0	1	0	0	0	3	0	19	12	0	2	0	3	34	9	7	5	0	0	11	56	28	36	0	0	105	22	144	101
279113	42	122	1583	957	1195	90	551	203	19	510	129	7	42	33	578	2	74	268	134	470	131	27	31	1828	932	29	312	1	606	489	1296	186	679	1217	90	545	181	413	1252	13	3792	553	159	90	14	141	767	1222	283	185	301	813	3	37	119	130	336	89	230	516	248	1870	67	83	26	114	459	140	3066	434	1	546	235	2180	539	145	139	0	156	689	265	931	178	412	142	340	1264	2850	897	43	2	3153	637	5012	1654
2728020	1	0	68	34	0	0	12	7	0	20	0	0	0	0	40	0	1	0	5	0	5	1	0	46	25	0	0	0	17	0	0	20	0	0	0	0	7	0	0	0	0	9	0	0	0	0	44	23	0	21	14	23	0	2	0	0	0	0	9	9	0	67	0	0	3	0	3	0	0	0	0	0	1	1	0	0	0	0	5	1	5	4	6	0	3	7	0	11	1	0	0	5	1	28	8
2769491	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	1	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	7	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	14	0	0	2	0	0	2	1	7	1	1	0	0	19	48	8	0	0	12	5	13	7
1658665	3	20	547	365	303	0	173	44	0	169	14	0	11	3	170	3	8	54	26	127	7	5	15	587	362	3	60	0	188	151	369	33	124	306	26	195	49	125	358	4	791	214	33	35	1	24	292	88	76	44	69	241	1	8	35	25	69	12	69	130	59	699	0	12	8	35	75	11	127	223	251	451	31	192	108	239	30	0	16	43	14	283	15	18	13	21	316	612	257	29	0	565	104	757	317
487	120	4419	18101	15194	64036	82	3229	2620	52	3635	158	4	1217	130	63802	3	38	2012	327	3242	74	338	238	7084	29089	49	8737	39	9679	4152	22503	679	182	10881	1078	9719	904	6191	58455	135	298980	8993	415	1709	1842	523	3658	10730	175	3294	2280	5617	26	318	1663	89	6011	563	3820	10073	2210	20162	58	115	282	1503	1300	782	1125	279	1	381	495	438741	372	63	2252	0	171	355	3045	12724	132	99518	169	30692	105864	72156	8921	1919	0	540	104	858	342
63	3	0	128	59	29	0	36	10	1	36	0	0	1	0	0	0	0	10	8	20	0	0	1	173	36	3	18	0	30	34	40	13	0	33	9	42	16	12	38	0	0	24	11	15	0	0	50	9	0	7	27	50	0	1	0	0	15	0	31	22	0	127	0	9	1	7	14	1	4	3	0	0	16	4	1	0	1	0	1	5	2	32	1	5	9	3	17	42	27	0	0	67	10	131	48
168471	69	199	3566	1952	1763	175	1014	573	18	823	216	1	79	40	1495	0	47	269	302	952	78	89	70	5378	2122	17	592	2	1178	994	2335	363	655	1852	163	1572	288	696	2072	46	4603	1070	226	202	24	221	1818	324	629	308	736	1480	12	74	277	272	619	141	590	917	457	3745	105	211	79	212	415	85	2920	419	1	662	431	3931	968	1	114	0	110	660	187	1350	148	1136	238	356	2237	3643	1304	62	0	2872	578	4493	1555
2811415	13	26	287	267	204	10	134	46	3	200	26	0	5	4	74	0	6	51	43	131	6	4	5	246	228	2	67	0	102	82	306	23	34	314	4	86	52	95	210	2	409	95	19	39	1	44	114	24	80	30	50	160	0	6	35	24	53	5	46	104	28	576	16	19	0	32	47	12	149	284	0	191	109	281	492	12	15	0	6	6	11	212	14	50	52	8	255	544	235	4	0	314	30	529	169
748247	2	0	32	15	89	0	0	6	0	17	6	1	1	4	0	0	11	0	0	13	4	1	2	30	31	0	0	0	31	19	45	24	111	29	3	53	9	8	59	2	232	8	12	3	0	0	17	10	0	7	11	25	0	0	0	0	0	7	0	7	9	47	0	17	4	2	33	1	49	3	0	5	10	111	32	0	5	0	5	30	10	22	17	36	7	22	57	156	33	1	0	459	110	673	262
1524461	168	0	336	0	404	0	0	141	0	0	0	0	0	0	198	0	0	219	0	0	160	0	0	0	0	0	0	0	355	0	491	0	0	747	0	382	0	0	323	0	873	0	0	22	0	0	0	216	0	0	78	360	0	0	0	0	0	0	103	550	0	741	0	0	0	104	209	0	0	0	0	0	0	605	0	0	0	0	8	0	0	137	0	43	0	18	698	1859	328	0	0	561	140	736	0
76761	5	30	831	12	129	18	15	10	7	7	0	0	4	0	25	0	0	0	38	54	2	7	8	881	58	0	0	0	350	84	270	12	24	142	6	299	0	11	100	0	0	36	0	8	1	8	105	0	0	188	127	111	2	15	7	0	78	5	124	7	0	421	0	0	3	57	0	0	0	0	0	0	0	0	0	0	0	0	3	27	0	14	15	0	0	7	364	0	0	0	0	9	2	22	17
47877	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	5	0	2	2	0	0	0	0	0	0	0	18	0	8	0	22	4	0	9	9	23	0	0	5	4	1	0	3	0	0	0	0	0	0	0	1	0	6	0	3	7	0	0	0	0	0	0	0	1	1	37	21	0	44	11	14	63	0	3	0	3	37	2	37	2	2	4	4	1	1	16	0	0	30	6	46	24
28090	7	0	45	0	0	14	56	15	2	61	30	0	0	0	0	0	0	7	29	35	3	0	0	91	0	0	69	0	0	22	95	4	38	17	0	0	7	22	0	3	0	9	20	0	0	29	44	0	71	4	9	60	0	0	17	59	25	0	0	14	38	42	0	46	0	0	18	16	15	0	0	1	66	28	0	0	3	0	143	12096	1949	22	1082	1	51	898	22	13	26	3	0	13	0	12	8
2136182	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0	15	0	11	5	0	17	0	17	684	196	1	53	22	0	70	18	17	7	15	0	4	1	11	8
573	119	308	1798	1234	1675	563	1837	306	35	1299	727	120	21	123	650	0	123	464	477	1609	280	53	7	2830	2141	0	1427	0	618	957	2485	403	1953	1603	145	2017	509	649	1511	214	2409	529	794	54	16	718	549	246	3264	415	292	2059	16	10	496	913	701	351	366	630	479	1899	503	862	33	69	1063	106	12275	1048	0	1276	1502	4767	2947	1201	248	7	3772	2737	58631	1363	1764	1548	1187	51363	1652	3971	1725	68	3	5936	1357	9619	3430
244366	4	0	35	44	0	0	13	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	17	15	0	30	0	35	0	0	4	20	0	0	0	42	0	1	0	6	136	0	0	0	7	45	0	0	0	7	36	9	27	34	0	100	0	13	0	2	3	1	5	0	0	5	0	0	24	0	2	0	36	198	60	6	14	0	0	148	28	87	0	1	0	10	0	39	3
546	43	140	1664	730	849	273	1386	214	0	625	605	0	43	48	433	0	49	260	275	672	39	26	76	3284	1439	11	656	3	549	967	1274	238	418	1160	49	812	296	588	577	54	1429	558	375	42	22	276	799	114	597	123	222	1079	0	6	178	232	361	78	363	444	393	1407	221	378	31	51	321	146	3106	222	0	339	297	2843	651	0	217	0	525	1148	574	706	970	1093	330	912	895	2104	676	65	0	1519	287	2460	908
1703250	7	0	87	24	0	0	48	11	0	45	0	0	0	0	0	0	0	0	0	33	0	0	0	396	101	0	0	0	38	27	35	10	0	44	7	0	0	50	0	0	0	36	8	0	0	22	253	0	0	0	19	109	0	0	0	0	12	0	9	43	0	174	0	0	0	0	0	0	0	0	0	17	0	21	39	0	0	0	11	49	5	0	18	6	0	10	24	246	32	2	0	16	0	24	6
562	29	220	1195	428	841	249	743	155	9	780	298	0	16	15	408	0	91	177	231	675	50	30	34	1086	989	31	698	0	338	664	1316	164	567	685	9	954	298	337	758	83	1744	296	320	76	13	160	255	127	312	104	139	635	0	5	161	317	378	60	161	342	227	1354	78	362	13	67	425	3479	25532	789	2	1904	479	5724	1759	1166	625	0	810	7365	1220	937	1076	2009	295	1684	1528	3257	901	2002	0	4327	571	4988	2412
158836	16	68	397	293	681	0	393	52	0	220	103	0	14	0	250	0	48	136	46	364	181	12	16	476	280	0	284	0	92	183	814	65	875	380	34	303	40	102	455	0	1239	120	123	10	0	0	120	68	25	72	65	337	0	0	103	77	74	113	124	185	170	415	0	65	7	42	227	21	2852	149	0	335	106	2292	2022	0	40	0	641	511	308	373	2265	994	154	951	943	1361	545	56	0	1583	381	2629	1003
1848517	1	0	34	16	0	0	0	5	0	17	0	0	0	0	0	0	2	0	0	0	0	1	1	50	25	0	0	0	12	0	0	9	14	0	1	65	5	9	0	0	0	14	0	2	0	0	14	0	0	0	6	15	2	0	0	0	0	0	0	0	0	27	0	0	2	0	4	0	54	11	0	108	3	76	17	0	2	0	98	63	99	5	283	30	0	178	27	56	14	0	0	36	9	61	24
28901	11	70	540	338	354	28	236	96	5	214	65	0	31	10	209	1	18	44	45	195	26	3	20	773	467	0	268	0	215	247	570	128	240	260	10	547	92	212	276	23	765	211	93	19	5	122	148	51	158	66	112	556	0	35	93	116	93	18	153	159	50	611	19	68	10	39	161	146	2523	493	56	1070	113	2159	1121	868	129	18	307	943	481	254	483	746	76	577	880	1904	474	57	11	990	279	1386	623
83655	7	0	59	20	0	0	16	5	0	7	0	0	0	0	0	0	0	0	9	0	0	0	0	137	55	0	0	0	34	14	0	9	0	23	0	0	0	0	0	0	0	26	0	5	0	0	44	0	0	0	0	89	0	0	0	0	0	9	0	10	8	74	0	37	0	0	0	0	0	0	0	0	0	0	65	0	0	0	4	2	2	5	25	0	0	3	10	18	0	0	0	13	0	57	21
413497	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	1	5	1	0	0	0	2	1	2	6	1	2	2	1	13	22	3	0	0	7	1	6	6
58169	5	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	17	0	4	0	0	0	0	0	0	13	0	1	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	4	1	0	25	0	10	7	0	1	0	11	131	57	13	214	2	0	26	24	34	10	2	0	24	12	42	20
2126321	1	7	32	10	0	17	35	0	0	7	9	0	0	0	0	0	1	9	8	22	4	0	0	43	30	0	19	0	16	20	0	0	37	16	1	0	0	0	0	3	0	0	0	0	0	6	11	6	31	5	0	27	0	1	8	16	0	6	0	0	19	23	6	0	0	0	9	0	17	15	0	9	14	25	12	0	0	0	6	74	9	14	15	18	11	16	11	32	17	0	0	71	21	92	31
470934	5	24	270	108	169	14	113	32	4	97	39	0	8	12	100	0	7	32	19	48	3	6	9	286	180	1	101	0	71	75	220	24	59	127	9	125	26	68	126	1	397	52	40	13	0	18	93	24	142	40	42	98	2	1	26	21	44	16	47	62	31	255	11	41	3	12	50	92	335	168	0	119	78	1154	207	3	93	0	165	527	247	152	405	406	74	323	377	523	137	52	0	279	67	474	187
55209	5	7	47	0	0	6	20	0	0	7	9	0	0	2	0	0	1	0	0	9	2	0	0	25	26	0	19	0	0	13	0	0	0	20	1	0	11	0	0	0	0	7	0	6	0	10	6	0	45	4	0	31	0	0	6	8	12	0	0	9	0	22	0	0	1	0	15	2	5	5	0	4	21	44	12	0	3	0	11	48	29	15	15	20	14	23	8	46	27	1	0	48	4	79	26
549	4	18	22	0	0	13	0	5	4	7	21	0	2	0	0	0	0	9	5	16	2	1	0	25	25	0	11	0	0	20	0	4	0	0	1	0	12	0	0	0	0	0	19	0	0	5	5	4	0	4	0	19	0	0	0	12	0	3	0	0	0	0	8	7	0	0	8	1	17	1	0	5	7	6	15	0	0	0	20	27	40	12	115	5	9	39	1	25	14	0	0	46	10	55	15
2575375	1	0	58	12	0	0	22	0	0	18	0	0	0	0	0	0	0	5	5	11	4	0	2	76	0	0	15	0	21	22	0	0	0	0	0	0	0	10	0	0	0	9	14	1	1	0	26	0	0	0	7	19	0	0	0	0	9	3	0	0	0	36	5	6	0	2	3	2	83	2	0	1	4	7	8	0	0	0	14	31	12	10	27	20	2	23	57	17	5	0	0	40	7	53	23
2052056	1	0	0	12	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	24	11	0	6	0	32	15	0	0	0	9	17	8	3	20	3	1	25	8	10	5	0	0	26	4	42	7
66269	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	3	0	0	0	0	0	5	0	8	2
182337	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12	0	0	0	0	0	0	0	0	3	0	2	1
569	5	9	117	37	99	11	19	10	1	23	30	0	5	7	34	1	3	24	19	47	5	0	1	72	85	0	22	0	35	56	116	14	23	92	3	67	18	29	90	1	201	33	23	7	0	8	29	12	26	17	17	53	0	1	14	20	16	4	19	31	16	98	16	17	1	7	14	45	218	102	0	104	27	1191	260	0	42	0	53	365	139	80	164	421	34	109	372	428	53	26	0	119	19	224	64
703	4	0	34	19	0	0	0	0	0	25	0	0	1	0	0	0	0	0	0	10	3	2	0	41	0	0	0	0	9	0	41	0	0	0	1	0	0	8	0	0	0	7	0	1	0	0	15	0	0	0	7	0	0	1	0	0	0	0	0	9	0	19	0	7	0	3	8	9	28	57	0	65	5	535	74	13	2	0	9	46	51	35	6	104	6	43	91	212	30	6	0	39	5	71	24
347	25	94	709	447	1071	76	332	101	8	215	85	0	8	16	291	0	48	81	68	209	49	20	21	937	507	7	196	0	271	229	581	170	637	592	43	382	103	204	597	25	1424	252	114	52	10	61	357	693	308	102	155	434	3	23	73	60	153	70	127	253	127	882	62	123	19	65	294	47	1892	103	470	196	162	1029	539	275	59	11	261	1934	6385	418	758	377	95	306	805	1437	432	16	0	2758	638	4715	1712
346	4	14	53	23	0	56	87	0	0	40	39	0	0	0	0	1	3	9	16	22	6	0	3	107	42	0	35	0	25	27	64	5	83	41	4	0	43	40	0	0	0	5	47	13	0	27	44	7	64	4	10	61	0	1	12	94	10	21	7	7	17	96	0	10	0	9	0	3	3	15	0	27	47	0	0	0	0	0	8	65	191	10	39	0	26	16	0	15	28	1	0	135	25	205	119
56458	3	8	66	34	171	27	45	24	1	51	31	1	0	8	23	1	9	16	19	41	8	5	1	94	70	2	68	0	30	47	70	22	169	66	3	44	12	34	46	0	203	29	17	0	1	20	24	79	130	16	8	54	3	1	0	41	25	16	9	23	23	86	6	28	0	0	53	5	22	1	0	6	73	102	13	0	2	0	29	348	356	61	135	29	53	52	35	112	71	6	0	647	186	1001	369
674	6	20	153	99	127	0	46	15	1	26	0	1	10	9	83	0	5	5	23	28	0	1	3	102	127	2	24	1	49	46	180	5	17	58	4	145	16	20	83	3	369	50	10	7	3	16	44	12	0	30	10	46	0	0	23	9	26	0	44	37	28	137	0	0	2	10	22	98	104	273	0	208	19	2682	330	0	72	0	10	98	135	118	27	766	10	170	707	794	96	48	0	104	12	158	50
672	2	11	65	36	92	0	29	3	1	16	0	0	5	4	35	0	0	18	21	15	0	3	3	70	77	0	14	0	21	0	70	9	18	28	2	69	6	20	57	0	148	28	12	2	0	5	22	4	0	8	9	24	0	0	13	15	18	0	11	26	11	58	0	0	1	2	21	85	512	72	0	227	23	1496	1280	0	93	0	8	88	88	68	19	490	6	117	436	486	59	78	0	152	29	171	88
2587865	1	7	19	0	0	5	0	5	1	11	15	0	1	2	0	0	0	16	0	12	0	1	0	22	30	0	0	0	0	0	35	0	0	26	3	0	13	0	0	0	0	0	6	0	0	5	0	0	0	0	0	15	0	0	5	10	0	0	0	0	10	0	0	0	0	0	7	21	53	19	0	66	7	70	19	3	6	0	2	30	4	11	3	3	13	4	1	6	7	6	0	29	4	72	9
1891207	2	0	135	70	145	0	70	12	1	36	11	0	5	4	59	2	2	12	8	43	6	1	5	157	120	0	37	0	53	49	155	12	25	53	5	120	22	47	90	4	217	49	13	2	3	10	66	13	37	12	17	85	1	2	16	12	35	0	27	46	24	157	9	31	0	6	16	86	61	122	0	211	15	1878	444	0	53	0	21	108	156	109	17	605	14	145	497	702	119	100	0	126	24	211	90
28108	4	0	67	22	41	0	16	8	0	24	6	0	0	0	20	0	1	0	16	17	0	0	0	41	41	0	28	0	8	36	36	5	23	40	6	0	7	17	0	0	65	11	8	1	1	9	14	0	33	8	3	39	0	1	0	5	24	0	7	13	0	53	0	7	0	4	27	39	102	76	0	78	34	375	117	1	53	0	4	60	41	23	18	228	19	35	92	189	41	17	0	130	21	221	82
62322	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	23	8	24	0	46	3	388	29	0	16	0	2	19	14	17	16	100	3	34	92	69	5	13	0	20	4	27	9
747	6	15	189	110	671	0	149	27	1	73	0	0	6	5	196	0	0	45	21	48	2	11	5	82	693	2	132	2	112	74	431	13	17	96	2	199	50	120	437	6	1517	246	28	30	13	9	36	87	77	16	32	79	0	5	28	11	69	5	124	157	37	236	7	41	1	24	46	156	53	388	0	46	70	11872	396	0	155	0	20	58	902	720	17	4411	29	882	3200	3684	750	157	0	63	13	111	50
2014542	2	0	77	61	84	0	31	10	0	22	0	0	1	2	39	0	4	8	6	19	0	1	1	152	60	0	0	0	37	37	66	13	45	54	3	0	14	32	45	0	153	35	7	9	0	4	65	16	0	10	22	43	2	2	0	0	10	10	18	44	16	120	5	0	2	6	12	2	68	17	0	30	11	131	34	0	4	0	71	93	6	45	15	18	4	29	60	124	51	2	0	185	47	307	103
263	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	22	2	0	0	0	0	2	1	1	1	2	0	4	1	21	3	0	0	2	0	2	2
396595	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	2	5	0	2	0	0	6	0	10	6
2847989	62	244	1035	427	961	393	1362	145	41	910	574	7	29	85	286	6	82	375	342	924	97	45	30	1345	962	11	1166	3	323	849	1376	179	1564	907	58	942	339	456	484	47	1336	218	634	35	5	350	199	61	2063	233	164	1043	9	10	280	797	481	171	191	307	340	946	292	613	24	51	489	84	4661	400	1	700	1076	1327	1736	5	107	0	68	381	140	727	111	453	852	119	628	1622	884	67	1	13952	3193	25665	9715
196	9	96	537	290	303	60	324	83	8	258	40	0	15	11	212	0	8	60	90	227	6	2	7	318	706	0	144	0	170	323	1349	16	40	357	16	908	221	167	168	4	126	171	86	13	7	77	197	0	137	79	104	282	0	13	55	44	134	16	225	104	188	660	19	41	5	15	282	122	279	93	0	180	368	4373	287	0	430	3	21	103	171	1201	16	189	128	90	305	674	697	390	0	187	48	288	89
195	3	0	35	9	0	46	0	0	0	0	72	0	0	0	0	0	0	93	0	127	0	4	0	0	491	0	0	0	0	114	370	29	0	0	0	191	218	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	61	0	20	0	0	0	8	36	21	0	0	0	0	0	12009	2487	0	3545	5	54	10575	0	0	0	0	0	2	7	1	7	42	12	0	3	19	1	0	0	0	2	0
197	5	127	158	144	107	15	322	24	6	258	216	14	18	80	40	4	0	231	360	193	12	0	16	176	409	0	179	0	72	150	620	3	61	192	0	186	42	115	89	0	0	18	233	0	0	27	27	0	823	54	20	159	0	0	58	613	126	68	103	39	169	76	79	150	0	6	21	26	5339	751	0	1114	369	243	7547	21	10	0	7	5	20	158	22	35	703	53	19	54	222	35	0	82	16	149	89
255507	3	12	102	20	55	45	171	15	1	76	50	0	0	3	0	0	9	25	46	88	0	0	2	107	121	0	116	0	16	61	160	3	0	65	9	165	19	39	26	0	0	30	35	5	0	28	31	0	225	16	7	80	0	0	14	94	45	13	12	33	25	102	23	46	3	0	29	0	3	1	0	4	89	50	43	0	3	0	2	1	4	57	2	15	88	9	9	33	85	6	0	66	13	86	46
210	5	14	187	43	100	21	108	17	0	83	29	0	4	5	51	0	6	9	29	60	7	10	3	110	144	0	49	0	38	97	232	12	47	95	3	201	31	53	58	0	0	28	26	4	1	25	46	6	88	15	20	80	0	0	21	26	33	5	27	31	20	114	11	16	1	4	50	40	594	91	0	127	78	445	155	19	36	0	1	10	17	153	8	80	43	19	54	179	110	40	0	187	19	318	151
2220073	5	17	183	49	99	22	187	14	3	116	45	0	2	19	37	2	6	27	39	97	7	2	4	121	164	0	126	0	25	96	266	16	85	98	5	165	41	49	53	2	150	31	80	2	0	25	27	0	303	23	26	133	0	0	26	80	51	11	34	33	36	138	32	155	0	5	50	171	546	75	4	469	138	449	475	0	113	0	8	26	58	145	11	84	141	49	48	259	136	71	0	613	85	987	338
33059	1	13	28	12	0	16	49	6	0	15	27	0	1	0	0	0	6	8	9	15	0	2	0	40	0	0	25	0	0	21	0	5	0	26	1	0	8	14	22	1	0	12	7	1	0	12	8	0	48	13	6	50	1	1	7	6	11	6	0	0	11	31	5	0	0	0	18	3	43	2	0	2	31	20	2	0	1	0	0	3	2	13	1	14	20	3	7	12	16	0	0	43	6	66	36
817	17	101	928	346	458	72	642	128	8	466	145	2	18	54	181	0	19	89	159	374	15	11	19	540	1037	0	351	0	233	354	1867	49	65	579	23	881	288	265	353	12	181	239	181	14	11	137	196	14	1031	230	121	433	2	12	95	137	236	47	199	143	173	787	89	300	12	29	544	2096	823469	485187	2	415611	966	14337	337360	2	1131	2	109	254	191	1892	213	656	688	1017	897	8731	778	602	0	667	110	1224	455
28133	7	57	465	107	215	20	134	46	6	138	29	1	14	30	88	2	1	23	26	66	0	0	6	193	194	2	59	0	86	130	899	8	0	127	15	296	138	61	83	0	0	60	100	8	1	34	28	0	205	77	63	108	1	0	70	76	105	9	93	62	67	238	7	20	0	8	98	4159	658	699	0	343	252	4277	2160	0	4594	0	35	238	408	500	127	304	284	757	492	602	182	2283	0	37	0	31	15
652716	4	80	1018	257	455	29	206	135	10	216	40	1	27	46	149	0	3	56	56	137	0	5	14	426	574	2	100	0	253	273	1600	23	25	249	15	566	228	146	174	6	0	116	152	11	2	53	73	5	235	124	95	281	0	8	91	92	138	11	176	78	103	641	25	255	10	22	192	8763	6666	4952	1	7014	380	11659	21234	0	10013	0	27	267	935	1087	171	690	288	2186	621	2125	533	5223	0	101	22	185	74
165179	3	10	202	47	91	9	74	10	4	40	14	1	3	4	36	0	0	12	6	42	0	4	0	63	151	0	21	0	47	32	330	11	0	53	3	95	45	27	34	0	0	16	14	0	0	18	16	4	0	29	30	55	0	0	12	16	18	0	32	26	23	132	5	71	2	5	62	2972	5443	1904	2	8865	73	1087	288966	4	2257	0	5	22	100	203	25	99	26	155	94	53	161	944	0	109	11	154	41
373891	5	19	56	24	34	25	45	6	3	19	38	0	2	7	0	0	8	19	13	33	3	2	3	45	82	0	28	0	21	59	145	3	14	52	4	52	33	22	24	4	0	15	27	1	0	21	11	7	29	9	5	52	2	2	18	19	14	0	9	24	11	61	31	17	4	3	28	61	4453	142	2	254	38	480	489	43	57	0	12	11	32	93	13	62	35	23	37	188	53	30	0	157	26	196	91
512763	3	0	113	47	86	6	80	6	0	29	13	0	2	3	31	0	1	8	10	46	0	1	0	114	116	0	23	0	23	39	205	9	24	45	2	62	11	40	43	0	0	40	14	3	0	8	27	8	97	11	19	56	0	1	10	17	19	3	15	30	17	120	0	78	1	0	36	28	2988	277	6	369	81	2019	495	76	38	0	57	200	139	145	35	165	42	62	64	710	102	15	0	469	43	659	236
996	7	49	712	337	377	28	380	66	8	208	62	2	20	14	257	0	4	45	120	144	14	2	6	555	547	1	161	1	198	140	1344	31	36	262	23	331	99	171	246	1	149	243	87	24	1	81	225	34	273	98	77	271	0	2	48	97	117	18	90	215	123	651	35	81	4	32	176	181	10499	982	160	1780	281	10674	3606	89	289	2	97	160	283	904	110	946	169	215	454	4651	518	141	0	735	118	1200	532
1316593	1	0	245	30	57	0	16	4	2	37	0	0	0	0	0	0	0	8	0	0	0	2	0	82	262	0	0	0	0	0	93	17	0	112	0	61	13	25	27	0	0	10	0	2	0	7	17	0	0	0	3	29	0	0	0	0	17	0	0	13	18	128	0	0	2	6	9	3	0	0	0	0	25	674	0	0	0	0	0	0	10	16	0	0	2	5	0	185	34	5	0	0	0	0	0
